90,0xbf3aeb96e164ae67e763d9e050ff124e7c3fdd28,"187,068.19559 Ether","$52,781,291.39 (@ $282.15/ETH)","$19,489.78"
91,0x4c766def136f59f6494f0969b1355882080cf8e0,"185,997.3827679366 Ether","$52,479,161.55 (@ $282.15/ETH)",$0.00
92,0xaf10cc6c50defff901b535691550d7af208939c5,"185,590.928719459999979 Ether","$52,364,480.54 (@ $282.15/ETH)","$24,776.66"
93,0xf977814e90da44bfa03b6295a0616a897441acec,"179,999.90232687111503896 Ether","$50,786,972.44 (@ $282.15/ETH)","$474,671,086.12"
94,0x90a9e09501b70570f9b11df2a6d4f047f8630d6d,"178,266.171027695218858134 Ether","$50,297,800.16 (@ $282.15/ETH)","$3,100.04"
95,0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,"174,947.677982978468759954 Ether","$49,361,487.34 (@ $282.15/ETH)","$899,164.95"
96,0x11577a8a5baf1e25b9a2d89f39670f447d75c3cd,"171,226.078092581063632397 Ether","$48,311,437.93 (@ $282.15/ETH)"," $13,303,052.55"
97,0xa0e239b0abf4582366adaff486ee268c848c4409,"169,282.214792376734296 Ether","$47,762,976.90 (@ $282.15/ETH)"," $4,028.97"
98,0x5b5b69f4e0add2df5d2176d7dbd20b4897bc7ec4,"169,031.993519583935970841 Ether","$47,692,376.97 (@ $282.15/ETH)"," $17,612.19"
99,0x88d34944cf554e9cccf4a24292d891f620e9c94f,"168,781.00913997735946634 Ether","$47,621,561.73 (@ $282.15/ETH)","$6,194.76"
100,0x28ffe35688ffffd0659aee2e34778b0ae4e193ad,"165,667.2017964902125 Ether","$46,743,000.99 (@ $282.15/ETH)",$216.04
101,0x6812f391fd38375316f6613ee1b46b77ad846c52,"164,997.848010000000000911 Ether","$46,554,142.82 (@ $282.15/ETH)"," $20,602.56"
102,0x794d28ac31bcb136294761a556b68d2634094153,"160,856.469566578 Ether","$45,385,652.89 (@ $282.15/ETH)",$215.58
103,0x32598293906b5b17c27d657db3ad2c9b3f3e4265,"155,552.8607599 Ether","$43,889,239.66 (@ $282.15/ETH)","$8,279.05"
104,0xfc45cfca2bbfd14ada20c7d57a0fe5d567268519,"152,336.09876365 Ether","$42,981,630.27 (@ $282.15/ETH)"," $3,148.21"
105,0x8b15eb5ea0a405da4d82f26d9197fad62ef7405a,"151,676.469548775 Ether","$42,795,515.88 (@ $282.15/ETH)","$3,445.72"
106,0xfd898a0f677e97a9031654fc79a27cb5e31da34a,"150,000.1 Ether","$42,322,528.22 (@ $282.15/ETH)","$3,100.01"
107,0x844ada2ed8ecd77a1a9c72912df0fcb8b8c495a7,"150,000.000000000000001822 Ether","$42,322,500.00 (@ $282.15/ETH)","$3,099.99"
108,0x9c2fc4fc75fa2d7eb5ba9147fa7430756654faa9,"150,000.000000000000000912 Ether","$42,322,500.00 (@ $282.15/ETH)","$3,100.17"
109,0xb20411c403687d1036e05c8a7310a0f218429503,"150,000 Ether","$42,322,500.00 (@ $282.15/ETH)","$3,100.01"
110,0x9a1ed80ebc9936cee2d3db944ee6bd8d407e7f9f,"150,000 Ether","$42,322,500.00 (@ $282.15/ETH)","$3,100.01"
111,0xb8cda067fabedd1bb6c11c626862d7255a2414fe,"150,000 Ether","$42,322,500.00 (@ $282.15/ETH)","$3,100.01"
112,0xb9fa6e54025b4f0829d8e1b42e8b846914659632,"150,000 Ether","$42,322,500.00 (@ $282.15/ETH)","$3,100.06"
113,0x701c484bfb40ac628afa487b6082f084b14af0bd,"150,000 Ether","$42,322,500.00 (@ $282.15/ETH)","$3,100.01"
114,0xba18ded5e0d604a86428282964ae0bb249ceb9d0,"150,000 Ether","$42,322,500.00 (@ $282.15/ETH)"," $3,100.06"
115,0xfe01a216234f79cfc3bea7513e457c6a9e50250d,"150,000 Ether","$42,322,500.00 (@ $282.15/ETH)","$3,100.02"
116,0x0c05ec4db907cfb91b2a1a29e7b86688b7568a6d,"150,000 Ether","$42,322,500.00 (@ $282.15/ETH)","$3,100.02"
117,0xc4cf565a5d25ee2803c9b8e91fc3d7c62e79fe69,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.01"
118,0xe04cf52e9fafa3d9bf14c407afff94165ef835f7,"150,000 Ether","$42,322,500.00 (@ $282.15/ETH)","$3,100.01"
119,0x4b4a011c420b91260a272afd91e54accdafdfc1d,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.01"
120,0x77afe94859163abf0b90725d69e904ea91446c7b,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.01"
121,0x19d599012788b991ff542f31208bab21ea38403e,"150,000 Ether","$42,322,500.00 (@ $282.15/ETH)","$3,100.01"
122,0xca582d9655a50e6512045740deb0de3a7ee5281f,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.01"
123,0xd05e6bf1a00b5b4c9df909309f19e29af792422b,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.01"
124,0x0f00294c6e4c30d9ffc0557fec6c586e6f8c3935,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.02"
125,0xeb2b00042ce4522ce2d1aacee6f312d26c4eb9d6,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.06"
126,0x7ae92148e79d60a0749fd6de374c8e81dfddf792,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.04"
127,0x554f4476825293d4ad20e02b54aca13956acc40a,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.00"
128,0x9cf36e93a8e2b1eaaa779d9965f46c90b820048c,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,099.99"
129,0x4756eeebf378046f8dd3cb6fa908d93bfd45f139,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.00"
130,0x091933ee1088cdf5daace8baec0997a4e93f0dd6,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.00"
131,0xa8dcc0373822b94d7f57326be24ca67bafcaad6b,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.00"
132,0xa0efb63be0db8fc11681a598bf351a42a6ff50e0,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.00"
133,0x8b83b9c4683aa4ec897c569010f09c6d04608163,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.00"
134,0x550cd530bc893fc6d2b4df6bea587f17142ab64e,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.04"
135,0x828103b231b39fffce028562412b3c04a4640e64,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.00"
136,0x367989c660881e1ca693730f7126fe0ffc0963fb,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.00"
137,0xe35b0ef92452c353dbb93775e0df97cedf873c72,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.00"
138,0x0518f5bb058f6215a0ff5f4df54dae832d734e04,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.00"
139,0x0e86733eab26cfcc04bb1752a62ec88e910b4cf5,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.00"
140,0x0ff64c53d295533a37f913bb78be9e2adc78f5fe,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.00"
141,0xb8b6fe7f357adeab950ac6c270ce340a46989ce1,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.00"
142,0xeddf8eb4984cc27407a568cae1c78a1ddb0c2c1b,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.04"
143,0x7145cfedcf479bede20c0a4ba1868c93507d5786,"150,000 Ether","$42,244,500.00 (@ $281.63/ETH)","$3,100.04"
